City name,Airport Code,Airport Name,Country name
Babo,BXB,Babo International Airport,Indonesia
Babolsar,BBL,Babolsar International Airport,Iran
Baca Grande,BCJ,Baca Grande International Airport,United States
Bacau,BCM,Bacau International Airport,Romania
Bacolod,BCD,Bacolod International Airport,Philippines
Badajoz,BJZ,Talaveral La Real International Airport,Spain
Bade,BXD,Bade International Airport,Indonesia
Badin,BDN,Talhar International Airport,Pakistan
Badu Island,BDD,Badu Island International Airport,Australia
Bafoussam,BFX,Bafoussam International Airport,Cameroon
Bagan,BPE,Bagan International Airport,Myanmar
Baganga,BNQ,Baganga International Airport,Philippines
Bagdad,BGT,Bagdad International Airport,United States
Bagdogra,IXB,Bagdogra International Airport,India
Bage,BGX,Bage International Airport,Brazil
Baghdad,BGW,Al Muthana International Airport,Iraq
Baghdad,SDA,Baghdad International,Iraq
Baglung,BGL,Baglung International Airport,Nepal
Bagotville,YBG,Bagotville International Airport,Canada
Baguio,BAG,Loakan International Airport,Philippines
Bahar Dar,BJR,Bahar Dar International Airport,Ethiopia
Bahawalnagar,WGB,Bahawalnagar International Airport,Pakistan
Bahawalpur,BHV,Bahawalpur International Airport,Pakistan
Bahia Angeles,BHL,Bahia Angeles International Airport,Mexico
Bahia Blanca,BHI,Comandante International Airport,Argentina
Bahia Cupica,BHF,Bahia Cupica International Airport,Colombia
Bahia De Caraquez,BHA,Bahia De Caraquez International Airport,Ecuador
Bahia Negra,BFA,Bahia Negra International Airport,Paraguay
Bahia Pinas,BFQ,Bahia Pinas International Airport,Panama
Bahia Solano,BSC,Bahia Solano International Airport,Colombia
Manama,BAH,Bahrain International,Bahrain
Bahregan,IAQ,Bahregan International Airport,Iran
Baia Mare,BAY,Baia Mare International Airport,Romania
Baibara,BAP,Baibara International Airport,Papua New Guinea
Baidoa,BIB,Baidoa International Airport,Somalia
Baie Comeau,YBC,Baie Comeau International Airport,Canada
Baie Johan Beetz,YBJ,Baie Johan Beetz International Airport,Canada
Baimuru,VMU,Baimuru International Airport,Papua New Guinea
Bainbridge,BGE,Decatur County International Airport,United States
Baindoung,BDZ,Baindoung International Airport,Papua New Guinea
Bairnsdale,BSJ,Bairnsdale International Airport,Australia
Baitadi,BIT,Baitadi International Airport,Nepal
Bajawa,BJW,Bajawa International Airport,Indonesia
Bajhang,BJH,Bajhang International Airport,Nepal
Bajone,BJN,Bajone International Airport,Mozambique
Bajura,BJU,Bajura Arpt,Nepal
Bakalalan,BKM,Bakalalan International Airport,Malaysia
Bakel,BXE,Bakel International Airport,Senegal
Baker,BKE,Baker International Airport,United States
Baker Island,BAR,Baker AAF International Airport,United States
Baker Lake,YBK,Baker Lake International Airport,Canada
Bakersfield,BFL,Meadows Field International Airport,United States
Bakkafjordur,BJD,Bakkafjordur International Airport,Iceland
Bakouma,BMF,Bakouma International Airport,Central African Republic
Baku,ZXT,Heydar Aliyev International Airport,Azerbaijan
Balad,XQC,Balad International Airport,Iraq
Balakovo,BWO,Balakovo International Airport,Russian Federation
Balalae,BAS,Balalae International Airport,Solomon Islands
Balaton,SOB,Saarmelleek/Balaton International Airport,Hungary
Balboa,BLB,Balboa International Airport,Panama
Balcanoona,LCN,Balcanoona International Airport,Australia
Baler,BQA,Baler International Airport,Philippines
Balgo Hills,BQW,Balgo Hills International Airport,Australia
Balhash,BXH,Balhash International Airport,Kazakhstan
Bali,BLC,Ngurah Rai International Airport,Cameroon
Bali,BAJ,Bali International Airport,Papua New Guinea
Balikesir,BZI,Balikesir International Airport,Turkey
Balikesir,MQJ,Merkez International Airport,Turkey
Balikpapan,BPN,Sepingan International Airport,Indonesia
Balimo,OPU,Balimo International Airport,Papua New Guinea
Ballina,BNK,Ballina Byron Gateway International Airport,Australia
Bally Kelly,BOL,Bally Kelly International Airport,United Kingdom
Balmaceda,BBA,Teniente Vidal International Airport,Chile
Balranald,BZD,Balranald International Airport,Australia
Balsas,BSS,Balsas International Airport,Brazil
Baltimore,GBO,Baltimore Greenbelt T International Airport,United States
Baltimore,ZBP,Baltimore Rail International Airport,United States
Baltimore,MTN,Glenn L Martin International Airport,United States
Baltrum,BMR,Baltrum International Airport,Germany
Balurghat,RGH,Balurghat International Airport,India
Bam,BXR,Bam International Airport,Iran
Bamaga,ABM,Bamaga International Airport,Australia
Bamako,BKO,Bamako International Airport,Mali
Bambari,BBY,Bambari International Airport,Central African Republic
Bambu,BCP,Bambu International Airport,Papua New Guinea
Bamburi,BMQ,Bamburi International Airport,Kenya
Bamenda,BPC,Bamenda International Airport,Cameroon
Bamerny,BMN,Bamerny International Airport,Iraq
Bamfield,YBF,Bamfield International Airport,Canada
Bamiyan,BIN,Bamiyan International Airport,Afghanistan
Bamu,BMZ,Bamu International Airport,Papua New Guinea
Ban Houei,OUI,Ban Houei International Airport,Laos
Ban Mak Khaen,BAO,Udorn International Airport,Thailand
Banaina,NAF,Banaina International Airport,Indonesia
Banda Aceh,BTJ,Blang Bintang International Airport,Indonesia
Bandanaira,NDA,Bandanaira International Airport,Indonesia
Bandar Abbas,BND,Bandar Abbas International Airport,Iran
Bandar Lampung,TKG,Branti International Airport,Indonesia
Bandar Lengeh,BDH,Bandar Lengeh International Airport,Iran
Bandar Mahshahr,MRX,Mahshahr International Airport,Iran
Bandar Seri Begawan,BWN,Brunei International,Brunei Darussalam
Bandirma,BDM,Bandirma International Airport,Turkey
Bandon,BDY,State International Airport,United States
Bandundu,FDU,Bandundu International Airport,Zaire
Bandung,BDO,Husein Sastranegara International Airport,Indonesia
Banff,YBA,Banff International Airport,Canada
Banfora,BNR,Banfora International Airport,Burkina Faso
Bangalore,BLR,Hal International Airport,India
Bangassou,BGU,Bangassou International Airport,Central African Republic
Bangda,BPX,Bangda International Airport,China
Bangui,BGF,Bangui International Airport,Central African Republic
Baniyala,BYX,Baniyala International Airport,Australia
Banja Luka,BNX,Banja Luka International Airport,Bosnia And Herzegovina
Banjarmasin,BDJ,Sjamsudin Noor International Airport,Indonesia
Banjul,BJL,Yundum International,Gambia
Sydney,BWU,Sydney Bankstown International Airport,Australia
Banmethuot,BMV,Phung-Duc International Airport,Viet Nam
Banning,BNG,Banning International Airport,United States
Bannu,BNP,Bannu International Airport,Pakistan
Bantry,BYT,Bantry International Airport,Ireland
Banz,BNZ,Banz International Airport,Papua New Guinea
Baoshan,BSD,Baoshan International Airport,China
Baotou,BAV,Baotou International Airport,China
Bapi,BPD,Bapi International Airport,Papua New Guinea
Baqubah,XQV,Baqubah International Airport,Iraq
Bar Harbor,BHB,Bar Harbor International Airport,United States
Baracoa,BCA,Baracoa International Airport,Cuba
Barahona,BRX,Barahona International Airport,Dominican Republic
Barakoma,VEV,Barakoma International Airport,Solomon Islands
Baramita,BMJ,Baramita International Airport,Guyana
Baranof,BNF,Warm Spring Bay SPB International Airport,United States
Barbelos,BAZ,Barbelos International Airport,Brazil
Barbers Point,NAX,Barbers Point International Airport,United States
Barbuda,BBQ,Barbuda International Airport,Antigua and Barbuda
Barcaldine,BCI,Barcaldine International Airport,Australia
Barcelona,BCN,El Prat De Llobregat International Airport,Spain
Barcelona,BLA,Gen J A Anzoategui International Airport,Venezuela
Barcelonnette,BAE,Barcelonnette International Airport,France
Bardera,BSY,Bardera International Airport,Somalia
Bardstown,BRY,Samuels Field International Airport,United States
Bardufoss,BDU,Bardufoss International Airport,Norway
Bareli,BEK,Bareli International Airport,India
Bari,BRI,Palese International Airport,Italy
Barinas,BNS,Barinas International Airport,Venezuela
Bario,BBN,Bario International Airport,Malaysia
Barisal,BZL,Barisal International Airport,Bangladesh
Barkly Downs,BKP,Barkly Downs International Airport,Australia
Barnaul,BAX,Barnaul International Airport,Russian Federation
Barnwell,BNL,Barnwell County International Airport,United States
Barora,RRI,Barora International Airport,Solomon Islands
Barquisimeto,BRM,Barquisimeto International Airport,Venezuela
Barra,BQQ,Barra International Airport,Brazil
Barra,BRR,North Bay International Airport,United Kingdom
Barra Colorado,BCL,Barra Colorado International Airport,Costa Rica
Barra Do Corda,BDC,Barra Do Corda International Airport,Brazil
Barra Do Garcas,BPG,Barra Do Garcas International Airport,Brazil
Barranca De Upia,BAC,Barranca De Upia International Airport,Colombia
Barrancabermeja,EJA,Variguies International Airport,Colombia
Barrancominas,NBB,Barrancominas International Airport,Colombia
Barranquilla,BAQ,E Cortissoz International Airport,Colombia
Barreiras,BRA,Barreiras International Airport,Brazil
Barreirinhas,BRB,Barreirinhas International Airport,Brazil
Barretos,BAT,Barretos International Airport,Brazil
Barrow,PBA,Point Barrow International Airport,United States
Barrow,BRW,Wiley Post/W.Rogers M International Airport,United States
Barrow Island,BWB,Barrow Island International Airport,Australia
Barrow-In-Furness,BWF,Walney Island International Airport,United Kingdom
Barter Island,BTI,Barter Island International Airport,United States
Barth,BBH,Barth International Airport,Germany
Bartica,GFO,Bartica International Airport,Guyana
Bartlesville,BVO,Bartlesville International Airport,United States
Bartletts,BSZ,Bartletts International Airport,United States
Bartow,BOW,Bartow International Airport,United States
Baruun-Urt,UUN,Baruun-Urt International Airport,Mongolia
Basankusu,BSU,Basankusu International Airport,Zaire
Basco,BSO,Basco International Airport,Philippines
Basel/Mulhouse,ZBA,Basil Bad - Railway International Airport,Switzerland
Basongo,BAN,Basongo International Airport,Zaire
Basse Terre,BBR,Baillif International Airport,Guadeloupe
Bassein,BSX,Bassein International Airport,Myanmar
Bastia,BIA,Poretta International Airport,France
Bata,BSG,Bata International Airport,Equatorial Guinea
Batam,BTH,Hang Nadim International Airport,Indonesia
Batangafo,BTG,Batangafo International Airport,Central African Republic
Batavia Downs,BVW,Batavia Downs International Airport,Australia
Batesville,BVX,Municipal International Airport,United States
Batesville,HLB,Hillenbrand International Airport,United States
Bathurst,ZBF,Bathurst International Airport,Canada
Bathurst,BHS,Raglan International Airport,Australia
Bathurst Island,BRT,Bathurst Island International Airport,Australia
Batman,BAL,Batman International Airport,Turkey
Batna,BLJ,Batna International Airport,Algeria
Batom,BXM,Batom International Airport,Indonesia
Baton Rouge,EBR,Downtown International Airport,United States
Baton Rouge,BTR,Ryan International Airport,United States
Batouri,OUR,Batouri International Airport,Cameroon
Batsfjord,BJF,Batsfjord International Airport,Norway
Battambang,BBM,Battambang International Airport,Cambodia
Batticaloa,BTC,Batticaloa International Airport,Sri Lanka
Battle Creek,BTL,WK Kellogg Regional International Airport,United States
Battle Mountain,BAM,Lander County International Airport,United States
Batu Licin,BTW,Batu Licin International Airport,Indonesia
Batumi,BUS,Batumi International Airport,Georgia
Batuna,BPF,Batuna Aerodrome International Airport,Solomon Islands
Baubau,BUW,Baubau International Airport,Indonesia
Baucau,BCH,English Madeira International Airport,Indonesia (East Timor)
Bauchi,BCU,Bauchi International Airport,Nigeria
Baudette,BDE,Baudette International Airport,United States
Baures,BVL,Baures International Airport,Bolivia
Bauru,BAU,Bauru International Airport,Brazil
Bawan,BWJ,Bawan International Airport,Papua New Guinea
Bay City,BBC,Bay City International Airport,United States
Bayamo,BYM,C.M. de Cespedes International Airport,Cuba
Bayankhongor,BYN,Bayankhongor International Airport,Mongolia
Bayreuth,BYU,Bindlacher-Berg International Airport,Germany
Baytown,HPY,Baytown International Airport,United States
Bazaruto Island,BZB,Bazaruto Island International Airport,Mozambique
Beagle Bay,BEE,Beagle Bay International Airport,Australia
Bealanana,WBE,Bealanana International Airport,Madagascar
Bear Creek,BCC,Bear Creek International Airport,United States
Bearskin Lake,XBE,Bearskin Lake International Airport,Canada
Beatrice,BIE,Beatrice International Airport,United States
Beatton River,YZC,Beatton River International Airport,Canada
Beatty,BTY,Beatty International Airport,United States
Beaufort,BFT,County International Airport,United States
Beaumont,BMT,Beaumont Muni International Airport,United States
Beaumont,BPT,Jefferson County International Airport,United States
Beaver,WBQ,Beaver International Airport,United States
Beaver Creek,YXQ,Beaver Creek International Airport,Canada
Beaver Falls,BFP,Beaver Falls International Airport,United States
Beaver Inlet,BVD,Sea Port International Airport,United States
Bechar,CBH,Leger International Airport,Algeria
Beckley,BKW,Beckley International Airport,United States
Bedford,BFR,Virgil I Grissom Muni International Airport,United States
Bedford Downs,BDW,Bedford Downs International Airport,Australia
Bedford/Hanscom,BED,Hanscom Field International Airport,United States
Bedourie,BEU,Bedourie International Airport,Australia
Bedwell Harbor,YBW,Bedwell Harbor International Airport,Canada
Beef Island,EIS,Beef Island International Airport,Virgin Islands (British)
Beer Sheba,BEV,Beer Sheba International Airport,Israel
Beeville,NIR,Chase Field NAS International Airport,United States
Befandriana,WBD,Befandriana International Airport,Madagascar
Beica,BEI,Beica International Airport,Ethiopia
Beida,LAQ,La Braq International Airport,Libya
Beidah,BYD,Beidah International Airport,Yemen
Beihai,BHY,Beihai International Airport,China
Beihan,BHN,Beihan International Airport,Yemen
Beijing,PEK,Capital International Airport,China
Beijing,NAY,Nanyuan Airport,China
Beira,BEW,Beira International Airport,Mozambique
Beirut,BEY,Beirut Rafic Hariri International Airport,Lebanon
Bejaia,BJA,Bejaia International Airport,Algeria
Bekily,OVA,Bekily International Airport,Madagascar
Belaga,BLG,Belaga International Airport,Malaysia
Belburn,BXF,Belburn International Airport,Australia
Belem,BEL,Val De Cans International Airport,Brazil
Belep Island,BMY,Belep Island International Airport,New Caledonia
Belfast,BHD,Belfast City Airport,United Kingdom
Belfast,BFS,Belfast Aldergrove International,United Kingdom
Belfort,BOR,Fontaine International Airport,France
Belgaum,IXG,Sambre International Airport,India
Belgorod,EGO,Belgorod International Airport,Russian Federation
Belgrade,BJY,Batajnica International Airport,Yugoslavia
